Surface tension in mN * m-1

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
AgBr,100,P1,733,893,1%,171.3,-0.025,,,,,
AgBr-AgCl,0-100,P1,733,973,,216.4,-0.052,,,,"For 100% AgCl, the results have been advanced as the recommended data set.",
AgBr-AgCl,10-90,P1,773,883,,205.23,-0.04182,,,,,
AgBr-AgCl,20-80,P1,773,883,,198.41,-0.03727,,,,,
AgBr-AgCl,30-70,P1,773,883,,192.6,-0.03364,,,,,
AgBr-AgCl,40-60,P1,773,883,,187.69,-0.0309,,,,,
AgBr-AgCl,50-50,P1,773,883,,181.37,-0.02636,,,,,
AgBr-AgCl,60-40,P1,773,883,,177.67,-0.02455,,,,,
AgBr-AgCl,70-30,P1,773,883,,174.07,-0.02273,,,,,
AgBr-AgCl,80-20,P1,773,883,,170.06,-0.02,,,,,
AgBr-AgCl,90-10,P1,773,883,,167.25,-0.01818,,,,,
AgBr-AgCl,100-0,P1,733,893,,171.3,-0.025,,,,"For 100% AgBr, the results have been advanced as the recommended data set.",
AgBr-AgI,0-100,P1,773,873,,134.08,-0.023,,,,"For 100% AgI, the results have been advanced as the recommended data set.",
AgBr-AgI,10-90,P1,773,873,,140.04,-0.028,,,,,
AgBr-AgI,20-80,P1,773,873,,142.44,-0.028,,,,,
AgBr-AgI,30-70,P1,773,873,,148.34,-0.032,,,,,
AgBr-AgI,40-60,P1,773,873,,152.21,-0.033,,,,,
AgBr-AgI,50-50,P1,773,873,,158.03,-0.036,,,,,
AgBr-AgI,60-40,P1,773,873,,164.05,-0.039,,,,,
AgBr-AgI,70-30,P1,773,873,,167.27,-0.038,,,,,
AgBr-AgI,80-20,P1,773,873,,169.26,-0.035,,,,,
AgBr-AgI,90-10,P1,773,873,,168.25,-0.028,,,,,
AgBr-AgI,100-0,P1,733,893,,171.3,-0.025,,,,"For 100% AgBr, the results have been advanced as the recommended data set.",
AgBr-KBr,20-80,P1,973,1023,,173.83,-0.07999,,,,,
AgBr-KBr,30-70,P1,973,1023,,174.83,-0.07999,,,,,
AgBr-KBr,40-60,P1,973,1023,,155.37,-0.05999,,,,,
AgBr-KBr,50-50,P1,973,1023,,156.37,-0.05999,,,,,
AgBr-KBr,60-40,P1,973,1023,,158.37,-0.05999,,,,,
AgBr-KBr,70-30,P1,973,1023,,162.37,-0.05999,,,,,
AgBr-KBr,80-20,P1,973,1023,,189.82,-0.07998,,,,,
AgBr-KBr,90-10,P1,973,1023,,203.83,-0.07999,,,,,
AgBr-KBr,100-0,P1,733,1023,,171.3,-0.025,,,,"For 100% AgBr, the results have been advanced as the recommended data set.",
AgBr-KCl,0-100,P1,1070,1180,,172.39,-0.071,,,,"For 100% KCl, the results are approx. 1% lower than the recommended data set, i.e.: 1070 K, -0.9%, 1180 K, -0.7%.",
AgBr-KCl,10-90,P1,1080,1140,,183.89,-0.0837,,,,,
AgBr-KCl,20-80,P1,1010,1120,,176.04,-0.075,,,,,
AgBr-KCl,30-70,P1,990,1090,,175.43,-0.0742,,,,,
AgBr-KCl,40-60,P1,880,1060,,172.93,-0.0687,,,,,
AgBr-KCl,50-50,P1,830,1030,,172.46,-0.066,,,,,
AgBr-KCl,60-40,P1,770,960,,176.5,-0.0679,,,,,
AgBr-KCl,70-30,P1,690,900,,173.61,-0.0596,,,,,
AgBr-KCl,90-10,P1,690,920,,179.66,-0.0505,,,,,
AgBr-KCl,100-0,P1,730,1000,,188.9,-0.0399,,,,"For 100% AgBr, the departures from the recommended data set are: 760 K, +4.1%,900 K, +2.8%.",
AgBr-NaBr,0-100,P1,1060,1180,,173.472,-0.068195,,,,"For 100% NaBr, the departures from the recommended data set are: 1060 K, +0.05%, 1170 K, +1.6%.",
AgBr-NaBr,10-90,P1,1020,1180,,186.48,-0.078221,,,,,
AgBr-NaBr,30-70,P1,980,1120,,183.874,-0.072324,,,,,
AgBr-NaBr,50-50,P1,960,1120,,178.118,-0.061527,,,,,
AgBr-NaBr,70-30,P1,840,1020,,180.177,-0.055568,,,,,
AgBr-NaBr,80-20,P1,840,1000,,190.705,-0.060253,,,,,
AgBr-NaBr,90-10,P1,780,1000,,186.921,-0.048467,,,,,
AgBr-NaBr,100-0,P1,760,1000,,188.918,-0.039969,,,,"For 100% AgBr, the departures from the recommended data set are: 760 K, +4.1%,900 K, +2.8%.",
AgBr-NaCl,0-100,P1,1100,1200,,211.509,-0.090033,,,,"For 100% NaCl, the departures from the recommended data set are: 1100 K, +0.3%, 1260 K, -1.3%.",
AgBr-NaCl,10-90,P1,1060,1180,,206.472,-0.086371,,,,,
AgBr-NaCl,20-80,P1,1060,1160,,212.169,-0.090857,,,,,
AgBr-NaCl,30-70,P1,1020,1140,,190.282,-0.071089,,,,,
AgBr-NaCl,50-50,P1,980,1100,,189.783,-0.066856,,,,,
AgBr-NaCl,70-30,P1,940,1080,,204.214,-0.075125,,,,,
AgBr-NaCl,80-20,P1,900,1020,,207.201,-0.075435,,,,,
AgBr-NaCl,90-10,P1,940,1020,,211.933,-0.073619,,,,,
AgBr-NaCl,100-0,P1,760,1000,,188.918,-0.039969,,,,"For 100% AgBr, the departures from the recommended data set are: 760 K, +4.1%,900 K, +2.8%.",
AgCl,100,P1,733,973,1%,216.4,-0.052,,,,,
AgCl-KBr,0-100,P1,1030,1140,,167.9,-0.0753,,,,"For 100% KBr, the departures from the recommended data set are: 1030 K, +3.0%,1140 K, +2.8%.",
AgCl-KBr,10-90,P1,1040,1120,,167.51,-0.0734,,,,,
AgCl-KBr,20-80,P1,1000,1140,,163.67,-0.0682,,,,,
AgCl-KBr,30-70,P1,940,1080,,168.95,-0.0705,,,,,
AgCl-KBr,40-60,P1,910,1030,,180.67,-0.0789,,,,,
AgCl-KBr,50-50,P1,810,860,,165.85,-0.0593,,,,,
AgCl-KBr,64.9-35.1,P1,710,900,,180.73,-0.0646,,,,,
AgCl-KBr,70-30,P1,680,870,,186.08,-0.0662,,,,,
AgCl-KBr,80-20,P1,690,870,,194.69,-0.0672,,,,,
AgCl-KBr,90-10,P1,720,870,,198.28,-0.0573,,,,,
AgCl-KBr,100-0,P1,740,970,,224.6,-0.0564,,,,"For 100% AgCl, the departures from the recommended data set are: 740 K, +2.8%,970 K, +2.4%.",
AgCl-KCl,40-60,P1,873,973,,177.11,-0.07,,,,,
AgCl-KCl,50-50,P1,873,973,,189.84,-0.08,,,,,
AgCl-KCl,60-40,P1,873,973,,194.84,-0.08,,,,,
AgCl-KCl,70-30,P1,873,973,,192.11,-0.07,,,,,
AgCl-KCl,80-20,P1,873,973,,199.11,-0.07,,,,,
AgCl-KCl,90-10,P1,873,973,,191.65,-0.05,,,,,
AgCl-KCl,100-0,P1,733,973,,216.4,-0.052,,,,"For 100% AgCl, the results have been advanced as the recommended data set.",
AgCl-NaBr,0-100,P1,1060,1180,,173.472,-0.068195,,,,"For 100% NaBr, the departures from the recommended data set are: 1060 K, +0.05%, 1170 K, +1.6%.",
AgCl-NaBr,10-90,P1,1040,1160,,184.798,-0.076632,,,,,
AgCl-NaBr,30-70,P1,1040,1160,,181.924,-0.068341,,,,,
AgCl-NaBr,50-50,P1,1020,1160,,203.302,-0.079272,,,,,
AgCl-NaBr,70-30,P1,920,1060,,208.835,-0.07349,,,,,
AgCl-NaBr,80-20,P1,880,1060,,204.73,-0.060369,,,,,
AgCl-NaBr,90-10,P1,780,960,,213.316,-0.059036,,,,,
AgCl-NaBr,100-0,P1,740,960,,224.601,-0.056412,,,,"For 100% AgCl, the departures from the recommended data set are: 740 K, +2.8%,960 K, +2.4%.",
AgCl-PbCl2,0-100,P1,773,973,,214.3,-0.1,,,,"For 100% PbCl2, the departures from the recommended data set are: 775 K, -0.6%, 970 K, +3.4%.",
AgCl-PbCl2,10-90,P1,773,873,,215.3,-0.1,,,,,
AgCl-PbCl2,20-80,P1,773,873,,208.57,-0.09,,,,,
AgCl-PbCl2,30-70,P1,773,873,,210.57,-0.09,,,,,
AgCl-PbCl2,40-60,P1,773,873,,212.57,-0.09,,,,,
AgCl-PbCl2,50-50,P1,773,873,,215.57,-0.09,,,,,
AgCl-PbCl2,60-40,P1,773,873,,210.84,-0.08,,,,,
AgCl-PbCl2,70-30,P1,773,873,,215.84,-0.08,,,,,
AgCl-PbCl2,80-20,P1,773,873,,205.38,-0.06,,,,,
AgCl-PbCl2,90-10,P1,773,873,,204.65,-0.05,,,,,
AgCl-PbCl2,100-0,P1,733,973,,216.4,-0.052,,,,"For 100% AgCl, the results have been advanced as the recommended data set.",
AgI,100,P1,773,873,1%,134.08,-0.023,,,,,
AgNO3,100,P1,495,625,1%,179.2,-0.0613,,,,,
AgNO3-CsNO3,25-75,P1,580,670,,146.6,-0.075,,,,,
AgNO3-CsNO3,50-50,P1,490,670,,150.,-0.072,,,,,
AgNO3-CsNO3,67.5-32.5,P1,445,670,,159.6,-0.08,,,,,
AgNO3-CsNO3,75-25,P1,445,670,,160.,-0.073,,,,,
AgNO3-CsNO3,90-10,P1,460,670,,168.1,-0.072,,,,,
AgNO3-KNO3,0-100,P1,520,820,,148.1642,-0.0635443,,,,"For 100% KNO3, the departures from the recommended data set are: 620 K, -1.4%,760 K, -0.3%.",
AgNO3-KNO3,10-90,P1,460,820,,150.4489,-0.0635443,,,,,
AgNO3-KNO3,20-80,P1,440,820,,151.9213,-0.0635443,,,,,
AgNO3-KNO3,30-70,P1,420,820,,152.9633,-0.0635443,,,,,
AgNO3-KNO3,40-60,P1,420,820,,153.9571,-0.0635443,,,,,
AgNO3-KNO3,50-50,P1,440,820,,155.2848,-0.0635443,,,,,
AgNO3-KNO3,60-40,P1,480,820,,157.3285,-0.0635443,,,,,
AgNO3-KNO3,63-37,P1,500,820,,158.1384,-0.0635443,,,,,
AgNO3-KNO3,70-30,P1,520,820,,160.4704,-0.0635443,,,,,
AgNO3-KNO3,80-20,P1,560,820,,165.0926,-0.0635443,,,,,
AgNO3-KNO3,90-10,P1,600,820,,171.5771,-0.0635443,,,,,
AgNO3-KNO3,100-0,P1,640,820,,180.3062,-0.0635443,,,,"For 100% AgNO3, the departures from the recommended data set are: 640 K, -0.2%, 820 K, -0.6%.",
AgNO3-LiNO3,0-100,P1,570,670,,144.9,-0.055,,,,"For 100% LiNO3, the results have been advanced as the recommended data set.",
AgNO3-LiNO3,10-90,P1,520,670,,152.4391,-0.0645621,,,,,
AgNO3-LiNO3,20-80,P1,520,670,,154.4689,-0.0645621,,,,,
AgNO3-LiNO3,30-70,P1,505,670,,156.7762,-0.0645621,,,,,
AgNO3-LiNO3,40-60,P1,490,670,,159.361,-0.0645621,,,,,
AgNO3-LiNO3,50-50,P1,475,670,,162.2234,-0.0645621,,,,,
AgNO3-LiNO3,60-40,P1,475,670,,165.3633,-0.0645621,,,,,
AgNO3-LiNO3,70-30,P1,460,670,,168.7808,-0.0645621,,,,,
AgNO3-LiNO3,75-25,P1,460,670,,170.5936,-0.0645621,,,,,
AgNO3-LiNO3,80-20,P1,460,670,,172.4758,-0.0645621,,,,,
AgNO3-LiNO3,90-10,P1,475,670,,176.4483,-0.0645621,,,,,
AgNO3-LiNO3,100-0,P1,490,670,,180.698,-0.06456,,,,"For 100% AgNO3, the departures from the recommended data set are: 490 K, -0.6%, 670 K, -0.5%.",
AgNO3-NaNO3,0-100,P1,590,673,,153.99,-0.06,,,,"For 100% NaNO3, the departures from the recommended data set are: 595 K, -0.4%, 670 K, -0.7%.",
AgNO3-NaNO3,10-90,P1,580,680,,157.9714,-0.065391,,,,,
AgNO3-NaNO3,19.5-80.5,P1,505,670,,158.848,-0.065391,,,,,
AgNO3-NaNO3,20-80,P1,580,670,,158.9044,-0.065391,,,,,
AgNO3-NaNO3,30-70,P1,565,670,,160.2474,-0.065391,,,,,
AgNO3-NaNO3,40-60,P1,550,670,,162.0004,-0.065391,,,,,
AgNO3-NaNO3,50-50,P1,535,670,,164.1634,-0.065391,,,,,
AgNO3-NaNO3,60-40,P1,520,670,,166.7363,-0.065391,,,,,
AgNO3-NaNO3,70-30,P1,520,670,,169.7192,-0.065391,,,,,
AgNO3-NaNO3,80-20,P1,505,670,,173.1121,-0.065391,,,,,
AgNO3-NaNO3,90-10,P1,490,670,,176.915,-0.065391,,,,,
AgNO3-NaNO3,100-0,P1,490,670,,181.1279,-0.065391,,,,"For 100% AgNO3, the departures from the recommended data set are: 490 K, +0.0%, 670 K, +0.5%.",
AgNO3-RbNO3,0-100,P1,500,680,,156.976,-0.0830003,,,,"For 100% RbNO3, the results have been advanced as the recommended data set.",
AgNO3-RbNO3,25-75,P1,460,640,,155.036,-0.0769998,,,,,
AgNO3-RbNO3,50-50,P1,420,620,,156.844,-0.0730002,,,,,
AgNO3-RbNO3,75-25,P1,440,620,,162.524,-0.0699998,,,,,
AgNO3-RbNO3,90-10,P1,480,660,,170.416,-0.0687427,,,,,
AgNO3-RbNO3,100-0,P1,600,780,,181.731,-0.0659999,,,,"For 100% AgNO3, the departures from the recommended data set are: 600 K, +0.2%, 780 K, -0.3%.",
AgPO3,100,P1,760,775,,137.2,0.0716,,,,,
AlCl3,100,P1,470,590,,42.4,-0.0704,,,,,
AlF3-NaF,0-100,P1,1275,1350,,289.6,-0.082,,,,"For 100% NaF, the results have been advanced as the recommended data set.",
AlF3-NaF,13.6-86.4,P1,1275,1350,,304.5,-0.113,,,,,
AlF3-NaF,19.0-81.0,P1,1275,1350,,328.8,-0.14,,,,,
AlF3-NaF,21.9-78.1,P1,1275,1350,,309.3,-0.13,,,,,
AlF3-NaF,25.0-75.0,P1,1275,1350,,297.,-0.128,,,,,
AlF3-NaF,27.4-72.6,P1,1275,1350,,262.5,-0.106,,,,,
Al2O3,100,DP,,,7%,690.,2323K,,,,,Function produces unexpectedly large value(s).
Al2O3-CaF2,35-0 Al2O3,I1,1873,,,256.2,-0.485,,,,"For 100% CaF2 at 1873 K, the results have been advanced as the recommended data set.",
Al2O3-KF-Na3AlF6,0-0-100,P1,1273,1373,,311.27,-0.138,,,,"For 100% Na3AlF6 the departures from the recommended data set are: 1280 K, -0.02%, 1350 K, +0.09%.",
Al2O3-KF-Na3AlF6,1.3-45.6-53.1,P1,1255,1345,,280.999,-0.119073,,,,,
Al2O3-KF-Na3AlF6,1.8-13.0-85.2,P1,1276,1355,,292.489,-0.126807,,,,,
Al2O3-KF-Na3AlF6,4.6-32.3-63.1,P1,1224,1354,,261.278,-0.106332,,,,,
Al2O3-KF-Na3AlF6,4.7-8.3-87.0,P1,1275,1364,,278.168,-0.116577,,,,,
Al2O3-KF-Na3AlF6,5.2-47.7-47.1,P1,1200,1356,,254.15,-0.102298,,,,,
Al2O3-KF-Na3AlF6,5.6-39.6-54.8,P1,1225,1354,,253.337,-0.101469,,,,,
Al2O3-KF-Na3AlF6,8.6-15.3-76.1,P1,1248,1352,,263.064,-0.106643,,,,,
Al2O3-KF-Na3AlF6,11.2-22.6-66.2,P1,1229,1355,,246.992,-0.095686,,,,,
Al2O3-KF-Na3AlF6,11.7-31.1-57.2,P1,1219,1346,,244.662,-0.095327,,,,,
Al2O3-KF-Na3AlF6,12.2-38.2-49.6,P1,1190,1353,,238.875,-0.092149,,,,,
Al2O3-KF-Na3AlF6,18.5-29.9-51.6,P1,1216,1344,,232.105,-0.085339,,,,,
Al2O3-KF-Na3AlF6,18.5-21.7-59.8,P1,1219,1354,,237.626,-0.0884067,,,,,
Al2O3-KF-Na3AlF6,18.6-11.8-69.6,P1,1234,1356,,250.759,-0.097365,,,,,
Al2O3-Li2CO3,100-93 Li2CO3,I2,1038,,,-8753.7,188.04,-0.981,,,"For 100% Li2CO3 at 1038 K, the departure from the recommended data set is -0.2%.",
Al2O3-Na3AlF6,0-100,P1,1273,1353,,297.,-0.128,,,,"For 100% Na3AlF6, the results have been advanced as the recommended data set.",
Al2O3-Na3AlF6,0-100,P1,1273,1373,,311.27,-0.138,,,,"For 100% Na3AlF6, the departures from the recommended data are: 1280 K, -0.02%, 1350 K, +0.09%",
Al2O3-Na3AlF6,8.78-91.22,P1,1270,1350,,257.76,-0.09902,,,,,
Al2O3-Na3AlF6,9.8-90.2,P1,1272,1360,,266.923,-0.107985,,,,,
Al2O3-Na3AlF6,18.6-81.4,P1,1245,1363,,262.261,-0.105202,,,,,
Al2O3-Na3AlF6,18.62-81.38,P1,1270,1350,,272.76,-0.11504,,,,,
Al2O3-Na3AlF6,22.7-77.3,P1,1322,1445,,256.18,-0.100824,,,,,
Al2O3-Na3AlF6,26.6-73.4,P1,1325,1424,,258.39,-0.102369,,,,,
Al2O3-Na3AlF6,26.66-73.34,P1,1270,1350,,298.29,-0.13006,,,,,
Ba(NO3)2,100,P1,873,933,,147.8,-0.015,,,,,
Ba(PO3)2,100,P1,1175,1348,1%,244.7,-0.0177,,,,,
Ba(PO3)2-KPO3,0-100,P1,1132,1773,,208.4,-0.0556,,,,"For 100% KPO3, the results have been advanced as the recommended data set.",
Ba(PO3)2-KPO3,9.2-90.8,P1,1180,1355,,174.68,-0.0274,,,,,
Ba(PO3)2-KPO3,25-75,P1,1180,1355,,220.54,-0.0558,,,,,
Ba(PO3)2-KPO3,35-65,P1,1180,1280,,203.53,-0.0404,,,,,
Ba(PO3)2-KPO3,51-49,P1,1180,1300,,219.41,-0.044,,,,,
Ba(PO3)2-KPO3,67.2-32.8,P1,1200,1310,,235.51,-0.048,,,,,
Ba(PO3)2-KPO3,72.4-27.6,P1,1180,1280,,210.72,-0.0261,,,,,
Ba(PO3)2-KPO3,86.1-13.9,P1,1180,1300,,264.04,-0.0569,,,,,
Ba(PO3)2-KPO3,95-5,P1,1180,1355,,222.49,-0.0139,,,,,
Ba(PO3)2-KPO3,100-0,P1,1175,1355,,244.7,-0.0177,,,,"For 100% Ba(PO3)2, the results have been advanced as the recommended data set.",
BaBr2,100,P1,1138,1282,1%,225.2,-0.0644,,,,,
BaBr2-CsBr,0-100 BaBr2,I4,1123,,,69.326,0.1742,0.018391,-4.008E-4,2.8268E-6,"For 100% CsBr at 1123 K, the results have been advanced as the recommended data set. For 100% BaBr2 at 1123 K, the results are in exact accord with the recommended data set.",
BaBr2-KBr,0-100 BaBr2,I4,1123,,,83.14,0.2706,0.011617,-2.1045E-4,1.3699E-6,"For 100% KBr at 1123 K, the departure from the recommended data set is +2.4%. For 100% BaBr2, the results are in exact accord with the recommended data set.",
BaBr2-NaBr,0-100 BaBr2,I2,1123,,,96.979,0.4911,6.5272E-4,,,"For 100% NaBr at 1123 K, the departure from the recommended data set is +1.0%.For 100% BaBr2, the results are in exact accord with the recommmended data set.",
BaBr2-RbBr,0-100 BaBr2,I4,1123,,,77.11,-0.3196,0.006093,-1.52E-4,1.339E-6,"For 100% RbBr at 1123 K, the results have been advanced as the recommended data set. For 100% BaBr2, the results are in exact accord with the recommended data set.",
BaCl2,100,P1,1240,1360,,218.26,-0.03973,,,,,
BaCl2-CaCl2,0-100,P1,1070,1140,,205.83,-0.0561,,,,"For 100% CaCl2, the departures from the recommended data set are: 1070 K, -0.9%, 1140 K, -1.4%.",
BaCl2-CaCl2,25.0-75.0,P1,930,1070,,203.69,-0.047,,,,,
BaCl2-CaCl2,40-60,P1,880,1070,,210.4,-0.0501,,,,,
BaCl2-CsCl,0-100,P1,940,1060,,163.46,-0.07841,,,,"For 100% CsCl, the departures from the recommended data set are: 940 K, -0.2%,1060 K, -0.4%.",
BaCl2-CsCl,10-90,P1,1080,1260,,162.6,-0.0774,,,,,
BaCl2-CsCl,20-80,P1,1080,1260,,159.4,-0.0743,,,,,
BaCl2-CsCl,30-70,P1,1080,1280,,157.4,-0.0715,,,,,
BaCl2-CsCl,40-60,P1,1120,1260,,157.4,-0.0698,,,,,
BaCl2-CsCl,50-50,P1,1100,1260,,157.6,-0.0661,,,,,
BaCl2-CsCl,60-40,P1,1120,1260,,161.5,-0.064,,,,,
BaCl2-CsCl,70-30,P1,1140,1280,,165.1,-0.0612,,,,,
BaCl2-CsCl,80-20,P1,1200,1300,,179.9,-0.0584,,,,,
BaCl2-CsCl,90-10,P1,1220,1320,,179.4,-0.0427,,,,,
BaCl2-CsCl,100-0,P1,1260,1360,,216.1,-0.0381,,,,"For 100% BaCl2, the departures from the recommended data set are: 1260 K, -0.2%, 1360 K, -0.3%.",
BaCl2-KCl,0-100,P1,1110,1190,,171.1364,-0.069911,,,,"For 100% KCl, the departures from the recommended data set are: 1110 K, -1.1%,1190 K, -0.6%.",
BaCl2-KCl,3.9-96.1,P1,1100,1170,,178.7136,-0.075125,,,,,
BaCl2-KCl,8.4-91.6,P1,1090,1160,,163.2767,-0.058786,,,,,
BaCl2-KCl,13.5-86.5,P1,1100,1160,,178.0157,-0.070131,,,,,
BaCl2-KCl,24.4-75.6,P1,1090,1160,,180.4021,-0.066294,,,,,
BaCl2-KCl,29.4-70.6,P1,1090,1170,,166.1773,-0.052091,,,,,
BaCl2-KCl,34.0-66.0,P1,1080,1160,,175.6408,-0.058798,,,,,
BaCl2-KCl,37.3-62.7,P1,1100,1160,,186.0652,-0.06669,,,,,
BaCl2-KCl,42.3-57.7,P1,1100,1170,,168.9015,-0.048698,,,,,
BaCl2-KCl,47.7-52.3,P1,1100,1160,,176.1607,-0.052083,,,,,
BaCl2-KCl,62.3-37.7,P1,1130,1230,,224.625,-0.084254,,,,,
BaCl2-KCl,82.1-17.9,P1,1180,1260,,233.9472,-0.076421,,,,,
BaCl2-KCl,100-0,P1,1260,1310,,262.9968,-0.078938,,,,"For 100% BaCl2, the departures from the recommended data set are: 1260 K, -2.9%, 1310 K, -4.2%.",
BaCl2-KF,0-100,P1,1173,1298,,246.17,-0.0887,,,,"For 100% KF, the departures from the recommended data set are: 1185 K 1.1%, 1298K 0.8%",
BaCl2-KF,5-95,P1,1073,1273,,197.93,-0.0585,,,,,
BaCl2-KF,11-89,P1,1073,1273,,199.94,-0.0645,,,,,
BaCl2-KF,18-82,P1,1073,1273,,193.33,-0.0657,,,,,
BaCl2-KF,25-75,P1,1123,1323,,179.46,-0.059,,,,,
BaCl2-KF,33-67,P1,1173,1323,,157.62,-0.0459,,,,,
BaCl2-KF,43-57,P1,1173,1348,,163.49,-0.043,,,,,
BaCl2-KF,54-46,P1,1223,1373,,182.52,-0.056,,,,,
BaCl2-KF,67-33,P1,1173,1373,,183.47,-0.0504,,,,,
BaCl2-KF,82-18,P1,1173,1373,,213.12,-0.0581,,,,,
BaCl2-KF,100-0,P1,1273,1373,,216.1,-0.0381,,,,"For 100% BaCl2, the departures from the recommended data set are: 1273 K -0.05%, 1360K 0.03%",
BaCl2-LaCl3,10-90,P1,1110,1260,,187.4,-0.0526,,,,,
BaCl2-LaCl3,25-75,P1,1070,1260,,194.6,-0.0526,,,,,
BaCl2-LaCl3,40-60,P1,1100,1280,,197.9,-0.0493,,,,,
BaCl2-LaCl3,50-50,P1,1100,1270,,201.,-0.0476,,,,,
BaCl2-LaCl3,55-45,P1,1140,1270,,202.6,-0.0465,,,,,
BaCl2-LaCl3,70-30,P1,1200,1290,,205.2,-0.0419,,,,,
BaCl2-LaCl3,86-14,P1,1250,1320,,208.2,-0.0375,,,,,
BaCl2-LiCl,0-100,P1,880,1060,,214.86,-0.08294,,,,"For 100% LiCl, the departures from the recommended data set are: 900 K, +10.8%, 1060 K, +10.0%.",
BaCl2-LiCl,10.2-89.8,P1,880,1060,,216.2,-0.0799,,,,,
BaCl2-LiCl,25.0-75.0,P1,960,1060,,215.4,-0.0792,,,,,
BaCl2-LiCl,39.4-60.6,P1,920,1060,,215.2,-0.0675,,,,,
BaCl2-LiCl,53.3-46.7,P1,1000,1060,,211.,-0.0582,,,,,
BaCl2-LiCl,67.7-32.3,P1,1080,1160,,214.5,-0.0528,,,,,
BaCl2-LiCl,85.0-15.0,P1,1160,1220,,216.6,-0.045,,,,,
BaCl2-LiCl,100-0,P1,1240,1360,,218.26,-0.03973,,,,"For 100% BaCl2, the results have been advanced as the recommended data set.",
BaCl2-Li2SO4,0-100,P1,1173,1373,,300.08,-0.064,,,,"For 100% Li2SO4, the departures from the recommended data set are: 1273 K, +1.6%, 1323 K, +1.7%.",
BaCl2-Li2SO4,5-95,P1,1273,1323,,401.67,-0.16,,,,,
BaCl2-Li2SO4,10-90,P1,1273,1323,,497.52,-0.24,,,,,
BaCl2-Li2SO4,30-70,P1,1273,1323,,243.39,-0.06,,,,,
BaCl2-Li2SO4,50-50,P1,1273,1323,,290.32,-0.1,,,,,
BaCl2-Li2SO4,75-25,P1,1273,1323,,211.93,-0.04,,,,,
BaCl2-Li2SO4,100-0,P1,1273,1323,,251.39,-0.06,,,,"For 100% BaCl2, the departures from the recommended data set are: 1273 K, +3.8%, 1323 K, +3.2%.",
BaCl2-MgCl2,0.0-100.0,P1,1030,1190,,89.,-0.016,,,,"For 100% MgCl2, the departures from the recommended data set are: 1030 K, +16.6%, 1190 K, +13.4%.",
BaCl2-MgCl2,20.0-80.0,P1,1030,1190,,121.4,-0.035,,,,,
BaCl2-MgCl2,40.0-60.0,P1,1030,1190,,143.1,-0.04,,,,,
BaCl2-MgCl2,60.0-40.0,P1,1030,1190,,164.2,-0.041,,,,,
BaCl2-MgCl2,75.0-25.0,P1,1030,1190,,217.5,-0.07,,,,,
BaCl2-NaCl,0-100,P1,1080,1240,,191.2,-0.072,,,,"For 100% NaCl, the results are in exact accord with the recommended data set.",
BaCl2-NaCl,20-80,P1,1070,1180,,191.2,-0.061,,,,,
BaCl2-NaCl,30-70,P1,1080,1190,,178.3,-0.048,,,,,
BaCl2-NaCl,50-50,P1,1080,1190,,237.8,-0.095,,,,,
BaCl2-NaCl,60-40,P1,1110,1240,,210.7,-0.059,,,,,
BaCl2-NaCl,70-30,P1,1170,1230,,218.9,-0.055,,,,,
BaCl2-NaCl,80-20,P1,1190,1230,,235.5,-0.067,,,,,
BaCl2-NaCl,100-0,P1,1240,1360,,218.26,-0.03973,,,,"For 100% BaCl2, the results have been advanced as the recommended data set.",
BaCl2-NaF,0-100,P1,1273,1373,,304.6,-0.0947,,,,"For 100% NaF, the departures from the recommended data set are: 1273 K -0.06%,1353K -1.2%",
BaCl2-NaF,10-90,P1,1173,1373,,211.9,-0.04853,,,,,
BaCl2-NaF,20-80,P1,1173,1373,,203.3,-0.05347,,,,,
BaCl2-NaF,33-67,P1,1173,1273,,191.5,-0.0496,,,,,
BaCl2-NaF,43-57,P1,1173,1273,,187.5,-0.0412,,,,,
BaCl2-NaF,50-50,P1,1173,1273,,195.3,-0.0412,,,,,
BaCl2-NaF,60-40,P1,1173,1373,,213.4,-0.0528,,,,,
BaCl2-NaF,69-31,P1,1173,1373,,230.1,-0.0638,,,,,
BaCl2-NaF,80-20,P1,1173,1373,,220.9,-0.0556,,,,,
BaCl2-NaF,100-0,P1,1273,1373,,216.1,-0.0381,,,,"For 100% BaCl2, the departures from the recommended data set are: 1273 K -0.05%, 1360K 0.03%",
BaCl2-RbCl,0-70 BaCl2,I3,1123,,,84.6224,0.8923,-0.017576,1.8415E-4,,"For 100% RbCl at 1123 K, the departure from the recommended data set is -0.5%.",
BaFCl,100,P1,1323,1423,,211.8,-0.0328,,,,,
BaFCl-KCl,0-100,P1,1073,1273,,167.01,-0.0635,,,,"For 100% kCl, the departures from the recommended data set are: 1089 K 2.1%, 1154K 2.9%",
BaFCl-KCl,10-90,P1,1073,1273,,167.77,-0.0622,,,,,
BaFCl-KCl,20-80,P1,1073,1273,,166.04,-0.0582,,,,,
BaFCl-KCl,30-70,P1,1073,1273,,160.07,-0.0513,,,,,
BaFCl-KCl,40-60,P1,1073,1273,,160.51,-0.0487,,,,,
BaFCl-KCl,50-50,P1,1123,1323,,183.45,-0.0605,,,,,
BaFCl-KCl,60-40,P1,1173,1348,,167.19,-0.0457,,,,,
